essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
1,16,0.501851,0.046399,0.9004906,0.09879,0.500949,0.0457132
0.5,20,0.0164936,0.0354576,0.0269574,0.0507218,0.022589,0.0626082
0.555556,20,0.067004,0.0592216,0.0122298,0.0364512,0.0806934,0.0980216
0.611111,20,0.1517658,0.0639552,0.0148822,0.0426354,0.181218,0.1140392
0.666667,20,0.1888814,0.0678054,0.2261776,0.1098118,0.2594878,0.0950592
0.722222,20,0.1516738,0.0790974,0.179909,0.1033216,0.3167326,0.0823924
0.777778,20,0.1889548,0.0872694,0.1379924,0.0834066,0.355262,0.0797576
0.833333,20,0.283002,0.0903258,0.1721564,0.0979116,0.3911912,0.077234
0.888889,20,0.3965498,0.0707406,0.274213,0.1117984,0.4366422,0.0703782
0.944444,20,0.453041,0.0581274,0.5124446,0.1393058,0.4652598,0.060714
1,20,0.4992338,0.047892,0.824739,0.1200906,0.499616,0.048144
0.5,24,0.0174566,0.0356768,0.028789,0.0523004,0.0236598,0.0618404
0.555556,24,0.0701776,0.0581372,0.0132288,0.0371852,0.0849054,0.0955366
0.611111,24,0.1627484,0.0611926,0.0163116,0.0426092,0.1865468,0.1073426
0.666667,24,0.1851252,0.067564,0.125928,0.0891892,0.2621312,0.0948614
0.722222,24,0.182012,0.0755786,0.2137766,0.1082036,0.3172206,0.0782846
0.777778,24,0.1783054,0.08695,0.1092318,0.0704184,0.352227,0.0772068
0.833333,24,0.2793874,0.092065,0.1280254,0.0801242,0.3902332,0.075162
0.888889,24,0.3921886,0.0705188,0.2031228,0.1020362,0.4347922,0.0692192
0.944444,24,0.444754,0.0625452,0.2566678,0.1215512,0.4629234,0.0656586
1,24,0.4987678,0.0534632,0.5590354,0.1314768,0.4991398,0.05561
0.5,28,0.0173452,0.035061,0.0298722,0.052532,0.023847,0.0610014
0.555556,28,0.0728112,0.05869,0.0131718,0.037676,0.0870402,0.0937888
0.611111,28,0.162455,0.0630038,0.0172394,0.0448176,0.1881734,0.104145
0.666667,28,0.1898424,0.0657262,0.1174052,0.0849104,0.2621692,0.09094
0.722222,28,0.1800684,0.0795702,0.1363392,0.0897646,0.3161424,0.078501
0.777778,28,0.2141952,0.0817834,0.1211782,0.0751234,0.3539306,0.0738924
0.833333,28,0.2997438,0.0854814,0.1326468,0.0803492,0.3949052,0.0719684
0.888889,28,0.3909074,0.0722956,0.1312028,0.0868774,0.4348696,0.0686394
0.944444,28,0.4421916,0.0629306,0.1662752,0.0985866,0.4610754,0.065951
1,28,0.4979044,0.0577942,0.3671542,0.1181176,0.499075,0.0605294
0.5,32,0.0181598,0.0355802,0.0297204,0.0511498,0.0245886,0.0602616
0.555556,32,0.064447,0.0570196,0.0167044,0.0400304,0.078699,0.089867
0.611111,32,0.159459,0.0603494,0.0319022,0.0513586,0.1891616,0.0981914
0.666667,32,0.1973212,0.0652176,0.087024,0.0767162,0.2650984,0.089342
0.722222,32,0.1953736,0.0755178,0.107352,0.080524,0.3155376,0.0798754
0.777778,32,0.207657,0.083157,0.0965582,0.0683624,0.3537242,0.0734596
0.833333,32,0.2869424,0.0849334,0.1006186,0.0725174,0.390165,0.0700518
0.888889,32,0.3906032,0.0693198,0.1254294,0.0838978,0.4343436,0.0658882
0.944444,32,0.4426466,0.063194,0.1443336,0.0881534,0.4612892,0.065629
1,32,0.502238,0.0577706,0.3301446,0.1095828,0.5016548,0.0594264
0.5,36,0.0179238,0.0346274,0.0267902,0.047429,0.0245088,0.0589366
0.555556,36,0.0770152,0.0580592,0.0150788,0.0389088,0.0912524,0.0898698
0.611111,36,0.1615018,0.0606812,0.0887966,0.0632442,0.1947244,0.0926374
0.666667,36,0.1765118,0.0648274,0.0986514,0.0760032,0.2615716,0.0850224
0.722222,36,0.1952012,0.0726668,0.1395334,0.081921,0.3125222,0.07284
0.777778,36,0.240281,0.0778626,0.1003492,0.0707354,0.3570956,0.070747
0.833333,36,0.3188614,0.077827,0.0988888,0.0704518,0.3969048,0.0684222
0.888889,36,0.394219,0.0660782,0.1659214,0.0830668,0.4347114,0.0623832
0.944444,36,0.4504132,0.0591612,0.2006114,0.091943,0.4647608,0.0608802
1,36,0.4971052,0.0570162,0.288296,0.1054948,0.4976804,0.0578514
0.5,40,0.0179896,0.0349276,0.0290558,0.0495078,0.0247878,0.0587182
0.555556,40,0.0786682,0.0571014,0.017746,0.0417224,0.0940092,0.0881186
0.611111,40,0.16118,0.0596168,0.0597712,0.0594162,0.1945196,0.0912378
0.666667,40,0.1702182,0.0625954,0.108404,0.0743982,0.2616302,0.080484
0.722222,40,0.2037144,0.070725,0.0977278,0.0713668,0.314712,0.0749802
0.777778,40,0.2228724,0.0764348,0.0848032,0.0614524,0.3542454,0.069548
0.833333,40,0.3123108,0.0777406,0.0950604,0.070246,0.3947644,0.0660468
0.888889,40,0.3957724,0.0674268,0.1074642,0.0732266,0.435396,0.0621722
0.944444,40,0.4484696,0.0597008,0.1303654,0.0818616,0.4639346,0.060708
1,40,0.5029756,0.0584532,0.234023,0.1016826,0.5016368,0.0587708
