essentiality,grp_size,avg_q,asd_q,avg_s,asd_s,avg_porp,asd_porp
0.722222,28,0.187817,0.0751738,0.2083316,0.0980454,0.3126154,0.0698672
0.777778,28,0.2476236,0.0774884,0.1964584,0.0992764,0.3560906,0.0676358
0.833333,28,0.3263204,0.0760996,0.2117842,0.1040518,0.3966684,0.0651388
0.888889,28,0.4026208,0.0655886,0.2105188,0.104448,0.4373764,0.0623322
0.944444,28,0.4481178,0.0602782,0.26137,0.114042,0.4637646,0.0600784
1,28,0.4989486,0.057913,0.3085632,0.1154442,0.4984906,0.0587538
0.5,32,0.0138314,0.0314822,0.0635254,0.0732548,0.021988,0.0607286
0.555556,32,0.0686794,0.057106,0.03013,0.0520148,0.0866748,0.0932878
0.611111,32,0.1037294,0.0582806,0.3057526,0.1083946,0.198974,0.0733452
0.666667,32,0.1479744,0.0670754,0.2601004,0.1032904,0.2594046,0.0695832
0.722222,32,0.1945402,0.0720128,0.1921328,0.1027166,0.3133718,0.0696116
0.777778,32,0.249388,0.0746626,0.1785606,0.0912002,0.3546954,0.0651634
0.833333,32,0.3392298,0.0749824,0.2015146,0.1016456,0.4016626,0.0638772
0.888889,32,0.3999074,0.0639796,0.2094608,0.1045342,0.435523,0.0599614
0.944444,32,0.4472866,0.0578152,0.231875,0.1044904,0.4633284,0.0577126
1,32,0.498066,0.0554412,0.333892,0.1130548,0.4982784,0.0552392
0.5,36,0.0130074,0.030722,0.0784962,0.0766102,0.0214184,0.0593678
0.555556,36,0.0591798,0.0524502,0.153776,0.0745774,0.093347,0.0869438
0.611111,36,0.1086848,0.0575946,0.3032932,0.1036606,0.1945512,0.0731908
0.666667,36,0.1540656,0.0639536,0.2412578,0.0989504,0.2608152,0.067582
0.722222,36,0.2005192,0.070202,0.2050212,0.0930026,0.3099726,0.065311
0.777778,36,0.2503866,0.0728198,0.166156,0.0868692,0.353733,0.0639324
0.833333,36,0.3305128,0.0715306,0.2100346,0.096894,0.3952496,0.061321
0.888889,36,0.4049936,0.0636532,0.2144292,0.0984696,0.437767,0.0578268
0.944444,36,0.4498602,0.0587194,0.2065082,0.098712,0.4642036,0.0572874
1,36,0.5038296,0.0558262,0.2732736,0.1057402,0.5027308,0.0554518
0.5,40,0.014538,0.0308194,0.0858688,0.0781594,0.0236854,0.0596596
0.555556,40,0.0696924,0.053893,0.0314188,0.0546362,0.0899774,0.0888674
0.611111,40,0.1269332,0.0569816,0.2381622,0.0940124,0.1972472,0.0752312
0.666667,40,0.1500516,0.065245,0.2147306,0.09501,0.2570668,0.068005
0.722222,40,0.2121526,0.0678862,0.1973124,0.0900808,0.311539,0.06407
0.777778,40,0.2629694,0.0716164,0.155299,0.0809216,0.3558166,0.0633596
0.833333,40,0.338484,0.0678344,0.171638,0.086704,0.3989944,0.0599052
0.888889,40,0.3973892,0.0647458,0.1779186,0.096507,0.434023,0.058203
0.944444,40,0.4494008,0.0592244,0.1841358,0.0953794,0.4645954,0.0564344
1,40,0.500332,0.0547936,0.2866634,0.100278,0.5002756,0.0534912
